,start_pin,destination_pin,travel_distance,Quantity (In TON),amount
4716,394185,361140,539,24.0,182400.0
4717,413215,425003,566,9.0,38531.08
4718,424001,400006,340,33.92,289161.02
4719,424001,400074,325,34.04,296284.16000000003
4720,431515,411042,348,6.0,64800.0
4721,441904,431109,597,2.5,19250.0
4722,442908,414005,627,260.6,1409040.75
4723,442908,431001,569,35.01,227565.0
4724,442908,431509,373,6.0,45600.0
4725,442908,444401,431,18.0,568800.0
4726,442908,481115,317,31.0,204600.0
4727,442908,481335,320,15.0,100800.0
4728,442908,505303,304,25.0,177500.0
4729,442916,401403,940,30.0,612000.0
4730,442917,431203,512,30.32,206176.0
4731,444702,413001,583,2.5,52334.0
4732,454446,302020,699,0.1,852.0
4733,454446,370001,700,1.01,7514.0
4734,454446,392020,312,41.53,304830.47
4735,454446,394115,320,42.02,308427.07999999996
4736,454446,394150,342,6.22,43540.009999999995
4737,454446,394520,436,41.71,308654.01
4738,454446,394520,436,41.86,309764.01
4739,454446,394520,436,42.01,310874.0
4740,454446,464221,428,16.0,117440.12
4741,458441,457661,341,17.5,241500.0
4742,458441,465669,301,35.0,774200.02
4743,458470,462001,412,30.6,156549.6
4744,458470,462001,412,34.92,405072.02
4745,470661,452010,429,26.0,1011920.0
4746,475001,457001,770,26.0,190840.0
4747,475001,457441,780,1.5,11010.0
4748,483501,440008,374,35.0,206500.01
4749,483880,284001,336,35.0,907872.63
4750,485005,232104,312,31.0,3324890.3600000003
4751,485005,241001,458,139.8,710153.57
4752,485111,206122,431,10.0,72800.0
4753,485111,263153,724,1118.4,216450662.4
4754,485111,277121,451,680.9,4542964.8
4755,485111,480224,352,15.0,101699.89
4756,485111,821115,392,33.85,270800.0
4757,485771,222125,340,35.0,2123100.0
4758,485771,229301,352,29.18,143799.0
4759,485771,232101,316,31.74,152352.0
4760,485771,232104,325,8.66,43231.0
4761,485771,232118,352,31.34,451296.0
4762,485771,276001,389,12.5,90250.0
4763,485771,285124,494,12.0,85440.0
4764,485771,481222,450,2.0,11000.0
4765,485771,821105,341,42.76,410496.0
4766,485771,221006,321,36.0,162000.0
4767,485772,273001,517,263.6,3465912.34
4768,485773,212402,358,31.0,213900.0
4769,485773,229841,378,28.81,185510.64
4770,485773,452016,601,5.0,32500.0
4771,485773,453661,694,28.07,182429.0
4772,485773,464990,405,18.0,255240.0
4773,485773,803201,577,135.8,1252516.6400000001
4774,486450,272001,442,34.0,496400.44000000006
4775,486776,261001,672,42.0,6844497.489999999
4776,488441,202127,581,41.65,1270315.71
4777,488441,211015,303,34.0,948600.0
4778,488441,473551,334,31.0,933782.92
4779,488441,480106,442,5.0,35000.01
4780,490024,494442,347,31.0,209560.0
4781,490024,711101,843,657.0,4100541.9699999997
4782,490024,762014,410,35.87,236742.0
4783,490024,800001,820,1119.0,3511212.16
4784,490036,441203,301,25.0,125000.0
4785,490036,754295,556,30.0,247124.73
4786,490036,754295,556,31.72,87097.74
4787,490036,759126,401,33.48,770040.0
4788,492001,443201,657,34.5,883200.0
4789,492001,443301,666,33.9,216960.0
4790,492001,494450,438,20.0,140000.0
4791,493116,496111,302,30.0,211800.2
4792,493118,754029,529,30.4,291840.0
4793,493118,754029,529,30.95,99040.0
4794,493118,770074,348,29.0,181539.84
4795,493118,811308,801,392.4,2067452.0099999998
4796,493118,824101,544,30.29,96928.0
4797,493118,824101,544,34.13,218432.0
4798,493118,824101,544,41.14,131648.0
4799,493118,824101,544,41.46,132672.0
4800,493195,754027,571,24.08,84699.95999999999
4801,493195,765015,391,31.7,234580.01
4802,493196,754027,546,38.97,156378.82
4803,493332,441911,327,25.44,127200.0
4804,493332,442001,445,30.0,83328.0
4805,493332,470002,751,32.0,208640.0
4806,493332,755026,574,25.1,343209.0
4807,493332,755026,574,31.09,283409.48
4808,493332,755026,574,35.92,163719.33
4809,493332,764075,416,33.44,224048.0
4810,493332,764075,416,39.04,261568.0
4811,493332,766014,331,26.0,428683.68
4812,493332,835303,508,34.0,547400.0
4813,495677,764001,561,24.9,510206.97000000003
4814,496001,825301,454,35.0,1614222.0
4815,496001,834005,360,25.0,281498.0
4816,500014,440023,503,25.0,448000.0
4817,500019,522002,351,22.0,106917.89000000001
4818,500019,522503,323,26.0,122197.5
4819,501141,422011,627,25.0,147500.0
4820,501158,410206,650,33.99,367092.0
4821,501158,410206,650,34.17,1107108.0
4822,501158,410206,650,51.88,280152.0
4823,501158,410501,495,33.96,251304.0
4824,501158,411023,495,34.4,163296.8
4825,501158,412115,510,34.6,164315.4
4826,501158,412207,461,34.66,164600.34
4827,501158,421003,720,30.0,234696.0
4828,501158,422206,597,20.0,134800.0
4829,501158,424001,636,14.0,66360.0
4830,501158,503212,316,15.0,105696.0
4831,501158,580023,419,35.0,238000.0
4832,504218,431401,358,26.0,3315007.46
4833,504218,431513,387,29.64,384727.01
4834,505187,440027,334,6.0,18000.0
4835,505187,441401,409,41.0,295200.0
4836,508204,413109,656,25.0,127499.84
4837,508204,503187,377,31.0,217000.01
4838,508204,523111,333,25.0,175000.0
4839,508204,523114,331,20.0,259200.0
4840,508204,524344,408,30.23,302299.98
4841,508204,524344,408,34.26,513899.97
4842,508204,531026,493,16.0,626021.86
4843,508204,531149,601,10.0,73000.0
4844,508204,533408,375,40.12,440320.67000000004
4845,508204,535128,586,22.0,1794677.99
4846,508204,535145,572,12.0,88080.0
4847,508204,535558,616,9.5,70869.99
4848,508204,563130,764,3.0,20160.0
4849,508204,606701,775,16.0,208000.0
4850,508204,635810,652,31.0,407960.0
4851,508218,531084,447,36.0,10549929.6
4852,508218,533201,321,10.0,76152.0
4853,508218,535128,607,36.0,3716208.0
4854,508218,638009,894,10.0,76544.0
4855,508246,413502,613,23.0,161000.0
4856,508246,503111,308,3.5,20299.99
4857,508246,503111,308,35.0,850500.02
4858,508246,503165,359,32.0,355200.0
4859,508246,503175,355,18.0,199799.04
4860,508246,503207,408,24.5,178852.36
4861,508246,503230,364,6.0,43800.579999999994
4862,508246,504301,337,15.0,109501.44
4863,508246,505301,323,36.0,835204.0
4864,508246,523111,335,3.0,17099.52
4865,508246,524101,428,17.5,87499.98999999999
4866,508246,524135,310,14.0,84000.0
4867,508246,533244,303,5.0,35000.0
4868,508246,533342,301,2.5,20250.239999999998
4869,508246,583237,589,30.0,192000.0
4870,508246,604304,691,38.76,164729.88
4871,508246,752079,858,20.0,145200.0
4872,508246,754200,974,1380.9,4855465.34
4873,508355,505327,400,8.0,177113.6
4874,508355,755019,1005,32.0,737286.35
4875,515408,641663,619,39.84,183264.0
4876,515408,560083,310,36.0,146856.96
4877,515408,572227,400,6.0,42600.0
4878,515408,577134,380,36.0,248400.0
4879,515408,581123,340,7.5,56999.99
4880,515408,607303,640,10.0,146000.0
4881,515408,635111,398,26.0,168999.99
4882,515408,635207,419,26.0,189799.99
4883,515408,635301,459,13.0,63186.0
4884,515408,635851,431,7.0,44800.0
4885,515408,636701,428,32.0,2053414.0
4886,515408,637102,498,35.0,210000.0
4887,515408,637211,580,7.0,53200.0
4888,515408,670011,643,639.0,7029000.0
4889,515415,571426,420,36.0,252000.0
4890,515415,572201,386,31.0,201500.01
4891,515415,600056,413,40.08,793584.0
4892,515415,631501,364,2.24,13888.0
4893,515415,641402,626,40.94,310935.97
4894,515415,671316,647,39.4,330960.0
4895,516289,600077,319,40.14,162387.05
4896,516289,600077,319,40.84,330437.82
4897,516289,609001,496,43.16,276224.0
4898,516309,600120,325,30.72,106874.89
4899,516310,524401,325,30.0,180000.0
4900,516310,560064,330,36.86,221160.0
4901,516310,560078,321,25.0,162500.01
4902,516310,560081,338,31.0,576600.0
4903,516310,570012,435,38.0,4712000.0
4904,516310,577548,487,24.0,148800.0
4905,516310,600014,325,29.04,177144.0
4906,516310,600120,342,682.07,5403249.82
4907,516311,571107,531,35.0,238000.0
4908,516311,560048,334,40.7,266106.77
4909,516311,560067,321,590.1,3281144.43
4910,516311,560074,357,33.0,257400.0
4911,516311,572211,412,37.46,174774.0
4912,516311,577523,326,15.0,117600.0
4913,516311,636013,481,34.26,215838.0
4914,516433,500043,410,36.0,266400.0
4915,516433,500083,415,6.0,42600.96
4916,516433,560066,327,2.0,13600.0
4917,516433,570007,470,28.31,158536.0
4918,516433,580030,410,25.0,173374.85
4919,516433,591223,565,13.0,88400.0
4920,518123,636115,514,34.16,179271.68
4921,518123,636115,514,34.88,183050.24
4922,518124,502032,310,36.06,900950.7
4923,518124,502032,310,39.12,195480.82
4924,518124,563114,379,4.94,31616.0
4925,518124,563114,379,43.0,270899.72
4926,518124,563130,343,34.44,223859.78000000003
4927,518124,571602,511,18.0,131760.0
4928,518124,580024,380,31.44,207504.0
4929,518124,606803,376,10.0,64720.0
4930,518124,608001,556,21.0,131712.0
4931,518124,636010,532,40.0,525760.52
4932,518124,636705,468,30.0,131167.46
4933,518124,637303,572,25.0,169300.16
4934,518124,638752,630,10.0,65720.06
4935,518124,639008,625,2.0,9118.26
4936,518220,560105,339,1.0,7140.0
4937,518220,563101,315,15.0,107100.0
4938,518220,572123,380,36.0,1628640.0
4939,518220,572223,370,6.0,42840.0
4940,518220,602023,379,18.5,125800.0
4941,518220,636204,510,36.0,257040.0
4942,518220,636803,456,25.0,178500.0
4943,518220,638109,589,27.0,208980.0
4944,518220,641025,670,17.5,135450.0
4945,518220,673582,652,36.0,259200.0
4946,518508,506002,430,30.0,594750.0
4947,518508,572125,413,36.0,219600.0
4948,518508,572138,389,39.14,242668.0
4949,518508,577001,424,29.82,184884.0
4950,518508,641605,727,19.0,93822.0
4951,521137,500032,326,26.0,163800.0
4952,521175,503001,372,31.54,182932.01
4953,521175,503112,313,35.84,222208.0
4954,521175,505302,339,32.0,230400.0
4955,521175,530026,456,35.0,189000.01
4956,521175,532290,692,16.0,120000.12
4957,521175,535250,533,30.22,187364.01
4958,521457,431203,751,26.0,567966.0
4959,521457,505307,366,23.5,173900.01
4960,521457,600019,532,35.28,1061565.0
4961,521457,631004,555,30.22,435732.82
4962,522414,502286,352,32.0,139520.0
4963,522414,505325,412,35.9,208220.01
4964,522414,524401,404,32.0,188800.0
4965,522414,531031,472,25.92,96215.04000000001
4966,522414,531031,472,31.38,116482.56
4967,522414,531031,472,42.2,156646.4
4968,522414,533001,352,32.0,185600.0
4969,522414,533295,386,35.5,259150.0
4970,522414,533401,410,35.01,140040.01
4971,522414,535001,567,25.5,191249.99
4972,522414,535216,560,10.0,74999.98
4973,522421,502220,336,42.44,212200.0
4974,522421,524132,371,10.0,140000.0
4975,522421,524132,371,32.0,236800.0
4976,522421,524322,301,15.0,198000.02
4977,522421,533408,404,35.96,178002.11
4978,522421,560097,604,9.0,63000.0
4979,522426,524344,315,5.0,40000.0
4980,522437,517001,462,34.42,399272.0
4981,522437,517167,457,38.24,217968.0
4982,522437,600052,418,34.8,208800.0
4983,522614,516267,370,1.5,807000.0
4984,531031,764058,309,31.0,492284.93
4985,531055,752002,524,13.0,66859.52
4986,531055,754200,531,30.0,1742791.68
4987,531055,761132,414,11.0,72600.0
4988,531055,764044,337,25.0,211000.0
4990,561213,576222,468,18.0,133200.0
4991,561213,671324,379,40.0,210575.97
4992,562162,576103,384,25.0,600000.0
4993,583115,581306,373,27.0,186300.0
4994,585211,410218,550,34.32,2959097.92
4995,585211,411028,452,29.2,219000.19
4996,585211,411033,452,28.92,216900.19
4997,585211,411037,415,29.86,482728.70999999996
4998,585211,411037,415,35.56,191625.73
4999,585211,561208,477,21.0,161699.32
5000,585222,411057,464,35.07,785568.0
5001,585222,412105,463,30.06,222444.01
5002,585222,412115,467,35.07,263025.0
5003,585222,412207,434,34.84,257816.0
5004,585222,412219,380,8.47,27104.0
5005,585222,412219,380,43.83,140256.0
5006,585222,412219,380,57.23,183136.0
5007,585222,414204,357,25.0,334999.04
5008,585222,415415,513,30.0,246599.85
5009,585222,506165,430,3.0,22200.32
5010,585222,506331,359,31.82,171828.01
5011,585222,506331,359,32.03,172962.0
5012,585222,522437,365,1.62,6635.52
5013,585222,562106,636,31.87,216716.0
5014,585222,575002,771,35.0,217000.01
5015,585222,577548,528,31.97,211001.99
5016,585222,591126,369,34.96,227240.01
5017,585225,400705,583,650.0,2729474.18
5018,585225,401603,680,72.0,512640.0
5019,585225,575007,733,1692.3,424495855.1
5020,585225,591237,368,32.0,220800.0
5021,585305,396230,759,30.0,2099400.0
5022,585305,411030,458,30.0,237000.0
5023,585305,431203,435,35.0,220499.99
5024,585320,403726,570,35.83,250810.0
5025,585320,410208,606,34.25,153715.32
5026,585320,410208,606,40.55,181989.95
5027,585320,410218,598,1000.0,17712230.4
5028,585320,412105,496,35.4,265500.0
5029,585320,412202,449,34.52,155340.66
5030,585320,413304,308,29.53,206710.0
5031,585320,508224,356,36.3,210540.0
5032,587122,411046,430,30.0,225768.0
5033,587122,414302,535,17.0,251600.0
5034,587122,415639,343,29.71,202028.0
5035,587122,575013,501,34.5,424554.86
5036,591136,401601,643,30.0,237000.0
5037,591136,415708,312,29.55,200940.0
5038,591136,415709,329,29.67,195822.0
5039,591136,415724,332,15.0,114000.0
5040,600122,621601,316,26.0,1048840.01
5041,621651,627109,388,24.78,143724.0
5042,621651,627852,327,35.0,1680164.08
5043,621651,631003,361,28.0,212800.0
5044,621651,670561,519,32.06,269304.0
5045,621651,670561,519,36.22,304248.0
5046,621651,682315,433,39.86,286992.0
5047,621651,685561,336,10.0,53136.0
5048,621651,686506,354,39.76,210728.0
5049,621705,626205,316,31.32,718623.0
5050,621705,626205,316,35.36,1014149.0
5051,621705,626205,316,43.42,249063.0
5052,621705,680306,388,31.0,2566800.0
5053,621713,627352,353,8.88,56832.0
5054,621713,671315,617,20.0,401040.13999999996
5055,621713,678583,378,40.0,2160000.0
5056,621729,626127,317,50.61,183380.27
5057,621730,635109,321,5.0,270800.02
5058,621730,641048,317,9.0,58500.009999999995
5059,621730,670001,591,40.98,327840.0
5060,621730,670307,630,40.06,336504.0
5061,621730,676306,481,7.0,527800.0
5062,621730,676306,481,38.74,220818.0
5063,621730,680506,461,35.46,286516.8
5064,621730,682035,495,30.8,258720.0
5065,621730,682035,495,31.14,246006.0
5066,621730,695143,599,30.0,186000.0
5068,624703,571114,332,25.0,175000.01
5069,624703,571807,460,39.8,509440.0
5070,624703,682502,340,30.0,2086488.13
5071,626204,621730,309,41.52,178536.0
5072,627352,613703,370,20.0,158000.0
5073,627352,614602,313,20.0,158000.0
5074,631003,612001,314,39.62,507136.0
5075,631003,636302,327,39.28,193163.33
5076,636005,600045,323,39.94,247628.0
5077,636005,600106,344,0.95,3230.06
5078,636115,679307,322,25.0,220000.0
5079,636115,683105,361,11.0,65580.13
5080,636115,686691,372,35.0,924000.0
5081,637303,673505,363,25.0,880000.0
5082,641006,600091,500,45.5,204750.29
5083,641112,671551,367,30.0,258000.0
5084,641202,671532,387,15.0,80997.12
5085,676306,587122,769,7.85,66725.0
5086,688541,670633,326,25.0,172500.01
5087,712310,768211,604,33.5,514560.0
5088,713371,822114,390,5.0,22250.239999999998
5089,721507,742134,351,15.0,178406.18
5090,735210,721632,754,17.5,280349.64
5091,736159,713347,649,19.5,58500.0
5092,742212,781017,687,185.7,1244190.0
5093,751006,767040,427,35.0,527100.0
5094,752002,500005,1138,40.15,337132.0
5095,768202,700053,577,1610.0,9322193.67
5096,770018,755026,341,31.93,212526.08000000002
5097,781022,787057,451,9.5,126415.66
5098,781023,785686,363,10.0,96200.01
5099,781023,785701,352,10.0,90600.06
5100,781023,786171,493,22.5,216000.0
5101,781023,787001,380,30.0,292800.0
5102,781023,787055,368,15.0,439200.0
5103,781029,791110,353,32.0,630784.0
5104,781031,784165,314,6.0,62400.0
5105,781031,791113,314,30.0,302400.0
5106,782402,783331,340,8.0,153600.0
5107,782402,786125,460,20.0,935968.75
5108,782402,786182,500,30.0,288000.0
5109,782402,787034,401,14.0,136080.0
5110,782446,785673,331,20.0,577200.0
5111,782446,792105,486,5.0,50800.0
5112,784101,790106,380,8.5,148223.76
5113,784103,790105,325,15.0,582920.6699999999
5114,784525,788819,352,15.9,149456.94
5115,788806,799145,401,30.0,300599.81
5116,791125,791122,309,9.0,107100.0
5117,793101,786174,510,25.0,240000.0
5118,793200,799001,371,30.5,301950.0
5119,793210,735102,616,25.15,467364.09
5120,793210,735102,616,35.34,218908.52
5121,793210,799008,360,26.0,322400.0
5122,827014,821108,320,30.0,278400.0
5123,827014,843123,412,35.0,286300.0
5124,831016,732101,451,1118.4,11283492.860000001
5125,831016,742102,389,267.6,3174549.5
5126,831016,825404,363,30.0,266399.6
5127,833210,805130,363,10.0,102400.0
5128,833210,811105,395,10.0,153600.0
5129,833210,844125,488,458.3,2346496.0
5130,833210,847101,499,182.7,935424.0
5131,841412,752001,1024,28.0,168412.16
5132,999999,400707,1000,55.0,743831.04
5133,110015,607103,2381,41.0,570982.4
5134,110041,226010,569,32.5,291200.0
5135,110041,800025,1065,49.8,446208.0
5136,110093,791111,2126,26.0,402022.4
5137,110094,799004,2432,58.0,734976.0
5138,110096,800025,1034,113.75,990080.0
5139,123305,143001,504,6.0,49560.0
5140,123305,145001,517,55.0,260833.41
5141,124106,147001,304,40.13,300975.26
5142,124106,152116,332,30.0,220800.0
5143,124146,151001,347,22.0,123353.7
5144,124146,246763,302,39.28,290672.5
5145,125110,123412,331,42.5,318750.0
5146,140113,176309,418,23.57,149669.5
5147,140113,246444,470,32.75,458500.0
5148,140115,182101,388,521.2,2314444.25
5149,140401,246734,324,50.0,408999.68
5150,174013,175142,310,12.0,146073.6
5151,175018,175132,317,12.0,294216.0
5152,175018,194101,800,5.0,80922.84
5153,175018,194101,803,1.0,38400.0
5154,175018,194101,880,11.0,347600.0
5155,175019,194201,576,12.0,278879.74
5156,180001,182204,301,15.0,117000.0
5157,181133,182205,360,15.0,177000.0
5158,190008,194104,455,17.4,154666.24
5159,190010,194101,669,19.0,154675.2
5160,202143,262124,346,12.0,86880.0
5161,203205,262903,445,5.0,76800.01000000001
5162,210341,205001,307,34.0,156840.94
5163,210341,212104,314,5.0,77500.01999999999
5164,210341,221001,379,42.0,252000.0
5165,210341,222001,346,40.0,192318.74
5166,210341,224149,418,12.0,197760.0
5167,210341,233302,432,36.5,184541.72
5168,210341,272192,439,30.0,256800.0
5169,210341,273010,458,15.0,129300.01000000001
5170,210341,273213,428,21.0,178920.01
5171,212107,209111,305,20.0,303200.28
5172,212107,226001,317,5.0,241500.15000000002
5173,212107,284301,437,41.0,314060.27999999997
5174,212107,285126,375,10.0,76600.08
5175,212107,285202,345,25.0,957500.1799999999
5176,224159,485111,334,0.1,820.0
5177,224238,242401,378,25.0,198500.16999999998
5178,226011,110086,542,229.9,2554280.96
5180,227409,233227,342,42.0,1571405.79
5181,227409,273305,326,15.0,146400.0
5182,229303,273407,338,10.0,80400.0
5183,231207,273001,324,1205.1,6626242.35
5184,231311,206247,472,6.0,42960.0
5185,242001,230402,369,9.0,133200.0
5186,242001,273404,430,16.0,1390080.0
5187,244715,246443,303,6.0,86375.18
5188,244715,246443,305,9.0,262800.02
5189,248001,206001,588,20.25,347328.0
5190,261001,272207,352,30.0,205201.91999999998
5191,262309,262545,305,3.0,46487.8
5192,262309,262545,305,12.45,84660.0
5193,263159,262545,327,13.0,199680.0
5194,273155,211006,301,7.5,76160.0
5195,282004,244924,400,7.5,87093.76999999999
5196,284121,263153,671,1174.2,14663034.66
5197,284403,206122,316,2.15,7181.03
5198,285001,211008,337,33.55,210643.0
5199,301701,244242,313,17.0,261120.0
5200,303107,250221,312,15.0,162001.91999999998
5201,303108,140109,424,40.52,291744.0
5202,303108,140201,386,40.76,305064.8
5203,303108,335501,328,20.0,664000.28
5204,303108,476229,329,40.7,520960.0
5205,305001,326023,371,5.0,178999.97
5206,305901,313611,323,7.5,59100.16
5207,305901,326021,361,5.0,106900.02
5208,305901,326514,379,3.0,21180.0
5209,305901,395003,751,41.0,1003680.0
5210,305901,457001,401,197.7,1202016.0
5211,305901,458880,379,8.0,55520.08
5212,305901,458888,359,34.5,499560.64
