start_pin,destination_pin,bharat_sir_eway_data_dec23_feb24_020424.origin_from_state,bharat_sir_eway_data_dec23_feb24_020424.destination_from_state,bharat_sir_eway_data_dec23_feb24_020424.rtn_period,travel_distance,bharat_sir_eway_data_dec23_feb24_020424.transport_mode,bharat_sir_eway_data_dec23_feb24_020424.hsn_code_4d,quantity,bharat_sir_eway_data_dec23_feb24_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_dec23_feb24_020424.total_tax,bharat_sir_eway_data_dec23_feb24_020424.ewbs_count,bharat_sir_eway_data_dec23_feb24_020424.supplier_gstin_cnt,Cost pre Km per TON
342606,734005,8,19,202312,1809,1,@2523,3.45,MTS,3.45,58808.7,16466.44,1,1,9.422885572
342606,781031,8,18,202312,2216,1,@2523,28.8,MTS,28.8,2191920.96,613737.9,6,1,34.34493081
342606,800009,8,10,202312,1416,1,@2523,27.7,MTS,27.7,1305085.5,365423.94,3,1,33.27330508
342902,122506,8,6,202312,458,1,@2523,28,TON,28,173600,48608,1,1,13.5371179
344001,334004,8,8,202312,478,1,@2523,4,MTS,4,80562.52,22557.52,3,1,42.13520921
344704,335501,8,8,202312,796,1,@2523,9,TON,9,115453.12,32326.88,2,1,16.11573423
360311,370510,24,24,202312,372,1,@2523,2,MTS,2,10156.24,2843.76,1,1,13.65086022
360311,370510,24,24,202312,372,1,@2523,38.17,MTS,38.17,202778.12,56777.88,1,1,14.28091363
360311,385001,24,24,202312,399,1,@2523,300,NOS,,51000,0,1,1,#DIV/0!
360550,382210,24,24,202402,378,1,@2523,34.07,MTS,34.07,119245,0,1,1,9.259259259
360550,382240,24,24,202402,338,1,@2523,29.28,MTS,29.28,160125,44835,1,1,16.17973373
360550,382405,24,24,202402,382,1,@2523,29.85,MTS,29.85,165574.22,46360.78,1,1,14.52061529
360550,394150,24,24,202402,583,1,@2523,34.62,MTS,34.62,200146.88,56041.12,1,1,9.916381037
360560,382210,24,24,202402,381,1,@2523,25,MTS,25,1279715,0,14,1,134.3532808
360560,382415,24,24,202402,403,1,@2523,25,MTS,25,142578.12,39921.88,1,1,14.15167444
360560,382449,24,24,202312,399,1,@2523,29.94,MTS,29.94,170751.56,47810.44,1,1,14.29354616
360560,384001,24,24,202402,467,1,@2523,25,MTS,25,132812.5,37187.5,1,1,11.375803
360560,390022,24,24,202312,452,1,@2523,29.36,MTS,29.36,166067.1,46498.9,1,1,12.51379729
360560,392140,24,24,202312,496,1,@2523,25,MTS,25,278906.24,78093.76,2,1,22.49243871
360560,395013,24,24,202402,593,1,@2523,34.71,MTS,34.71,203378.9,56946.1,1,1,9.880901889
361140,370421,24,24,202312,307,1,@2523,31,MTS,31,164687.5,46112.5,1,1,17.30456026
361140,370421,24,24,202312,307,1,@2523,40.89,MTS,40.89,233200.78,65296.22,1,1,18.5769543
361140,382350,24,24,202402,354,1,@2523,26,MTS,26,1123281.22,314518.78,8,1,122.0427227
361140,388001,24,24,202312,377,1,@2523,32,MTS,32,200000,56000,1,1,16.57824934
361140,391243,24,24,202402,433,1,@2523,20,MTS,20,119375,33425,1,1,13.78464203
361140,391350,24,24,202402,391,1,@2523,5.5,MTS,5.5,45288.69,0,3,1,21.05960939
361140,391350,24,24,202402,391,1,@2523,6,MTS,6,148217.58,0,9,1,63.1788491
361345,363621,24,24,202402,315,1,@2523,24.5,TON,24.5,135898.56,38051.6,1,1,17.60914286
362275,370510,24,24,202312,559,1,@2523,39.76,MTS,39.76,219301.64,61404.36,1,1,9.866967458
362275,382210,24,24,202402,417,1,@2523,33.05,MTS,33.05,115675.44,0,1,1,8.393317298
362275,391150,24,24,202312,580,1,@2523,25,MTS,25,141406.24,39593.76,1,1,9.752154483
362275,392130,24,24,202312,606,1,@2523,28.69,MTS,28.69,175726.64,49203.36,1,1,10.10728316
362715,382750,24,24,202312,432,1,@2523,30,TON,30,1361718.68,381281.32,7,1,105.0708858
362715,384315,24,24,202312,549,1,@2523,31.48,TON,31.48,177075,49581,1,1,10.24590164
362715,395007,24,24,202312,692,1,@2523,33.44,TON,33.44,3810174.28,0,22,1,164.6540729
362715,395007,24,24,202402,692,1,@2523,35.2,TON,35.2,2199370.83,0,16,1,90.29208938
362715,395007,24,24,202402,692,4,@2523,35.52,TON,35.52,1805372.22,0,13,1,73.44930724
362715,410206,24,27,202312,962,4,@2523,31.82,TON,31.82,164799.57,46143.88,1,1,5.383699696
362715,410206,24,27,202312,962,4,@2523,34.82,TON,34.82,5770781.76,1615818.88,32,1,172.2783928
362720,389265,24,24,202312,615,1,@2523,295,BAG,14.75,96875.23,27125.06,1,1,10.67936944
363621,391774,24,24,202312,328,1,@2523,300,BAG,15,68790,19261.2,1,1,13.98170732
365560,380059,24,24,202402,311,1,@2523,35.69,MTS,35.69,200756.25,56211.76,1,1,18.08681672
365560,382007,24,24,202312,335,1,@2523,24.55,MTS,24.55,278105.59,77869.58,2,1,33.81531325
365560,382421,24,24,202402,322,1,@2523,29.72,MTS,29.72,332028.27,92967.92,2,1,34.69527913
370511,360024,24,24,202402,423,1,@2523,35,MTS,35,194140.8,54359.44,1,1,13.11319149
370511,361120,24,24,202312,412,1,@2523,5,   ,,27173.2,0,1,1,#DIV/0!
370511,361230,24,24,202402,418,1,@2523,30,MTS,30,323437.8,90562.6,2,1,25.79248804
370511,362265,24,24,202402,595,1,@2523,29.98,MTS,29.98,170979.84,47874.36,1,1,9.585092583
370511,363002,24,24,202402,403,1,@2523,35,MTS,35,194140.8,54359.44,1,1,13.76397022
370511,382007,24,24,202402,506,1,@2523,35.62,MTS,35.62,192014.24,53764,1,1,10.65341894
370511,382007,24,24,202312,506,1,@2523,35.84,MTS,35.84,201600,56448,1,1,11.11660079
370511,382007,24,24,202402,506,1,@2523,35.91,MTS,35.91,204799.4,57343.84,1,1,11.271008
370511,382440,24,24,202402,494,1,@2523,35.78,MTS,35.78,201262.5,56353.5,1,1,11.38663968
370655,361140,24,24,202402,423,1,@2523,41.72,TON,41.72,409377.48,114625.72,2,1,23.19739839
370655,362140,24,24,202312,604,1,@2523,15,TON,15,93750,26250,1,1,10.34768212
370655,362730,24,24,202402,668,1,@2523,15,TON,15,92578.12,25921.88,1,1,9.239333333
370655,364290,24,24,202402,622,1,@2523,37,TON,37,190781.24,53418.76,1,1,8.289790562
370655,380001,24,24,202402,457,1,@2523,36.82,TON,36.82,411320.32,115169.68,2,1,24.44444497
370655,382007,24,24,202402,478,1,@2523,36.68,TON,36.68,200593.74,56166.26,1,1,11.44089901
370655,382428,24,24,202402,474,1,@2523,12,TON,12,65625,18375,1,1,11.53744726
370655,382870,24,24,202312,542,1,@2523,37,TON,37,213906.24,59893.76,1,1,10.66651242
382424,370465,24,24,202312,393,1,@2523,583,Bag,29.15,349800,97944,2,1,30.53435115
382721,361004,24,24,202312,341,1,@2523,25,MTS,25,79737.75,0,1,1,9.35340176
388245,396125,24,24,202312,311,1,@2523,31.84,MTS,31.84,373125.32,104475.12,2,1,37.68090048
388245,396125,24,24,202402,311,1,@2523,32.96,MTS,32.96,563925.48,157899.18,3,1,55.01411435
394650,431001,24,27,202402,317,1,@2523,400,Bag,20,56250,15750,1,1,8.872239748
395007,389170,24,24,202312,335,1,@2523,10,TON,10,64062.5,17937.5,1,1,19.12313433
395007,389180,24,24,202402,324,1,@2523,25,TON,25,609374.96,170625.04,4,1,75.23147654
396191,110025,24,7,202312,1281,1,@2523,175,   ,,56738.5,15886.78,1,1,#DIV/0!
400033,425001,27,27,202402,421,1,@2523,747,BAG,37.35,433260,121312.8,2,1,27.55344418
402107,424105,27,27,202312,434,1,@2523,35,MTS,35,579687.52,162312.48,4,1,38.16244371
411038,416518,27,27,202312,400,1,@2523,450,BAG,22.5,697500,195300,5,1,77.5
411047,425303,27,27,202402,430,1,@2523,702,BAG,35.1,407160,114004.8,2,1,26.97674419
413001,400089,27,27,202402,396,1,@2523,30,MTS,30,1653005.4,0,11,1,139.1418687
413001,416509,27,27,202312,336,1,@2523,29.08,MTS,29.08,319880,89566.4,2,1,32.73809524
413003,442301,27,27,202312,694,1,@2523,300,BAG,15,76173,21328.44,1,1,7.317291066
413215,402104,27,29,202312,373,1,@2523,33.98,TON,33.98,185828.12,52031.87,1,1,14.66152776
413215,415110,27,27,202402,304,1,@2523,29.47,TON,29.47,151954.69,42547.32,1,1,16.96134896
413215,422401,27,27,202402,407,1,@2523,34.87,TON,34.87,171577.17,0,1,1,12.08963373
413215,431154,27,27,202312,338,1,@2523,29.32,TON,29.32,153471.87,42972.12,1,1,15.48631606
413228,410504,27,27,202312,349,1,@2523,29.52,TON,29.52,170202,47656,1,1,16.52048827
413228,412406,27,27,202402,301,1,@2523,34.51,MTS,34.51,200589.38,56165.02,1,1,19.31063171
413228,416602,27,27,202402,369,1,@2523,25,TON,25,145313,40688,1,1,15.75208672
414001,444101,27,27,202312,391,1,@2523,29.78,TON,29.78,144246.88,40389.12,1,1,12.38810785
416004,413229,27,27,202312,440,1,@2523,560,BAG,28,155316,43488.48,1,1,12.60681818
431001,431805,27,27,202402,369,1,@2523,650,BAG,32.5,422500,118300,2,1,35.2303523
440024,431122,27,27,202312,552,1,@2523,1108,BAG,55.4,365640,102379.2,1,1,11.95652174
440027,425303,27,27,202312,458,1,@2523,865,BAG,43.25,250850,70238,1,1,12.66375546
441122,431601,27,27,202402,385,1,@2523,14,MTS,14,77218.74,21621.26,1,1,14.32629685
442502,425111,27,27,202402,631,1,@2523,30,TON,30,169687.5,47512.5,1,1,8.963946117
442908,401601,27,27,202402,1008,1,@2523,65,MTS,65,406250,113750,1,1,6.200396825
442908,421601,27,27,202402,819,1,@2523,30.21,MTS,30.21,174651.56,48902.44,1,1,7.058913208
442908,431708,27,27,202312,325,1,@2523,31.98,TON,31.98,159900,44772,1,1,15.38461538
442908,443203,27,27,202312,413,1,@2523,32,TON,32,192500,53900,1,1,14.56567797
442908,444107,27,27,202312,382,1,@2523,31,MTS,31,186484.53,52215.68,1,1,15.74772251
442908,480224,27,23,202312,397,1,@2523,21,MTS,21,109593.75,30686.25,1,1,13.14546599
442916,431209,27,27,202402,446,1,@2523,32,MTS,32,315000,88200,2,1,22.07118834
442916,444002,27,27,202312,412,1,@2523,30.93,MTS,30.93,128069.54,35859.46,1,1,10.05006137
442917,431705,27,27,202402,338,1,@2523,26,MTS,26,930312.5,260487.5,6,1,105.8616864
442917,444601,27,27,202312,320,1,@2523,40.74,MTS,40.74,200517.39,56144.88,1,1,15.38087491
445304,423203,27,27,202312,692,1,@2523,29.24,MTS,29.24,148484.38,41575.62,1,1,7.338331172
445304,423601,27,27,202402,570,1,@2523,26,MTS,26,136500,38220,1,1,9.210526316
445304,425409,27,27,202402,670,1,@2523,25,MTS,25,137109.38,38390.62,1,1,8.185634627
445304,431001,27,27,202402,450,1,@2523,34.07,MTS,34.07,165026.56,46207.44,1,1,10.76388873
445304,431202,27,27,202312,407,1,@2523,30.47,MTS,30.47,152350,42658,1,1,12.28501229
445304,431515,27,27,202402,418,1,@2523,39.39,MTS,39.39,190795.32,53422.68,1,1,11.58791912
445304,431709,27,27,202402,322,1,@2523,26,MTS,26,140562.5,39357.5,1,1,16.78959627
452010,313031,23,8,202312,486,1,@2523,200,   ,,123438,34562.64,1,1,#DIV/0!
454446,382481,23,24,202402,379,1,@2523,43.72,MTS,43.72,148648,41621.44,1,1,8.970976253
454446,382830,23,24,202402,431,1,@2523,40.95,MTS,40.95,229704.11,64317.16,1,1,13.01480273
454446,382830,23,24,202402,431,1,@2523,41.55,MTS,41.55,466139.48,130519.06,2,1,26.02960568
454446,382830,23,24,202312,431,1,@2523,41.6,MTS,41.6,477100.42,133588.12,2,1,26.6096522
454446,392140,23,24,202402,309,1,@2523,4.64,MTS,4.64,24650,6902,1,1,17.19255663
454446,394150,23,24,202312,353,1,@2523,40,MTS,40,209374.8,58624.94,1,1,14.82824363
454446,394520,23,24,202312,436,1,@2523,41.11,MTS,41.11,237667.19,66546.82,1,1,13.25974785
454446,395003,23,24,202312,424,1,@2523,34.08,MTS,34.08,117576,32921.28,1,1,8.136792453
454446,395007,23,24,202402,433,1,@2523,35.57,MTS,35.57,203602.68,57008.76,2,1,13.21939954
454446,395007,23,24,202402,433,1,@2523,40.66,MTS,40.66,232737.84,65166.6,2,1,13.21939954
454446,396155,23,24,202402,502,1,@2523,8.84,MTS,8.84,47653.08,13342.86,1,1,10.73828667
454446,396466,23,24,202402,438,1,@2523,40.64,MTS,40.64,238125.2,66675.06,1,1,13.37757973
454446,422010,23,27,202312,390,1,@2523,30,MTS,30,175781.24,49218.75,1,1,15.02403761
454660,466445,23,23,202402,350,1,@2523,15,MTS,15,87187.5,24412.5,1,1,16.60714286
454660,470113,23,23,202312,440,1,@2523,22,MTS,22,121000,33880,1,1,12.5
458470,201010,23,9,202402,638,2,@2523,395.4,MTS,395.4,14936345.72,4182176.84,8,1,59.20890285
458470,245206,23,9,202402,742,1,@2523,63.3,MTS,63.3,662672.5,185548.3,2,1,14.1088408
458470,250611,23,9,202402,689,1,@2523,65.9,MTS,65.9,751672.54,210468.32,2,1,16.5548042
458470,455336,23,23,202402,416,1,@2523,27,MTS,27,3115127.7,872236.1,20,1,277.3439904
458470,464001,23,23,202402,468,1,@2523,30.26,MTS,30.26,144207.96,40378.24,1,1,10.18296982
458470,473001,23,23,202312,448,1,@2523,22,   ,,107688.46,0,1,1,#DIV/0!
462001,485001,23,23,202402,485,1,@2523,855,BAG,42.75,243811.8,68267.3,1,1,11.75917526
470119,382440,23,24,202402,710,1,@2523,588,BAG,29.4,156250,43750,1,1,7.485388522
473551,464221,23,23,202312,331,1,@2523,20,TON,20,217522,60908,2,1,32.85830816
483880,227409,23,9,202402,381,1,@2523,36.45,TON,36.45,73619.23,20613.38,1,1,5.301133757
483880,227409,23,9,202402,381,1,@2523,41.63,TON,41.63,84081.45,23542.81,1,1,5.30113429
483880,227409,23,9,202402,381,1,@2523,43.1,TON,43.1,261151.35,73122.39,3,1,15.90340172
483880,227409,23,9,202312,381,1,@2523,43.33,TON,43.33,88056.91,24655.93,1,1,5.333960274
483880,821105,23,10,202312,380,1,@2523,40.59,TON,40.59,117711,32959.08,1,1,7.631578947
483880,821105,23,10,202402,380,1,@2523,42.19,TON,42.19,489404,137033.12,4,1,30.52631579
483880,821105,23,10,202402,380,1,@2523,42.37,TON,42.37,122873,34404.44,1,1,7.631578947
483880,821105,23,10,202402,380,1,@2523,44.38,TON,44.38,128702,36036.56,1,1,7.631578947
485005,223101,23,9,202402,330,1,@2523,35,TON,35,153125,42875,1,1,13.25757576
485005,226302,23,9,202402,404,1,@2523,33.32,TON,33.32,124950,34986,1,1,9.282178218
485005,262802,23,9,202312,577,1,@2523,39.36,TON,39.36,488925,136899,3,1,21.52837955
485111,206122,23,9,202402,431,1,@2523,15.5,MTS,15.5,88156.25,24683.75,1,1,13.19605568
485111,208022,23,9,202402,339,1,@2523,453.5,MTS,453.5,15917850,4456998,8,1,103.539823
485111,209304,23,9,202312,368,1,@2523,33.97,MTS,33.97,132695.31,37154.68,1,1,10.61480958
485111,209801,23,9,202402,355,1,@2523,21.5,MTS,21.5,202637.5,56738.5,2,1,26.54929577
485111,222129,23,9,202402,317,1,@2523,34.26,MTS,34.26,131151.39,36722.38,1,1,12.07608822
485111,222202,23,9,202402,311,1,@2523,33.78,MTS,33.78,258627.78,72415.76,2,1,24.61813436
485111,227406,23,9,202402,305,1,@2523,36.68,MTS,36.68,167444.2,46884.37,1,1,14.96721311
485111,227406,23,9,202402,305,1,@2523,42.71,MTS,42.71,357269.15,100035.36,2,1,27.42622951
485111,229301,23,9,202312,320,1,@2523,32.74,MTS,32.74,665031.25,186208.75,5,1,63.4765625
485111,261141,23,9,202312,539,1,@2523,28.9,MTS,28.9,239327.84,67011.78,2,1,15.36408189
485111,274509,23,9,202402,457,1,@2523,41.58,MTS,41.58,160797.66,45023.34,1,1,8.462117265
485111,275102,23,9,202402,422,2,@2523,186.9,MTS,186.9,1901707.5,532478.1,2,1,24.11137441
485111,473551,23,23,202312,388,1,@2523,15,MTS,15,174240,0,2,1,29.93814433
485111,475661,23,23,202402,325,2,@2523,724.9,MTS,724.9,3989849.6,0,1,1,16.93538462
485111,476228,23,23,202402,483,1,@2523,15,MTS,15,78984.45,22115.64,1,1,10.90192547
485111,801505,23,10,202402,493,2,@2523,790.8,MTS,790.8,3617910,1013014.8,1,1,9.279918864
485111,845001,23,10,202402,719,2,@2523,205.2,MTS,205.2,782325,219051,1,1,5.302503477
485771,231205,23,9,202402,339,1,@2523,31,MTS,31,471296.86,131963.14,3,1,44.84697497
485771,231226,23,9,202402,376,1,@2523,15,MTS,15,243281.24,68118.76,3,1,43.13497163
485771,232104,23,9,202402,325,1,@2523,15.54,MTS,15.54,55943.68,15664.32,1,1,11.07685972
485771,232104,23,9,202402,325,1,@2523,38.24,MTS,38.24,143400,40152,1,1,11.53846154
485771,232118,23,9,202312,352,1,@2523,42.3,MTS,42.3,158625,44415,1,1,10.65340909
485771,821105,9,10,202402,341,1,@2523,31.02,MTS,31.02,111672,31268.16,1,1,10.55718475
485772,223227,23,9,202402,396,2,@2523,197.7,MTS,197.7,1014428.36,284039.95,1,1,12.95744956
485772,226301,23,9,202402,459,1,@2523,40.16,MTS,40.16,804163.84,225165.88,4,1,43.62527233
485772,487551,23,23,202312,316,1,@2523,29.12,MTS,29.12,122850,34398,1,1,13.35047468
485772,801103,23,10,202402,528,2,@2523,785.6,MTS,785.6,3346349.62,936977.9,1,1,8.067443191
485773,241123,23,9,202402,525,1,@2523,29.51,MTS,29.51,160927.17,45059.61,1,1,10.38725662
485773,241301,23,9,202402,525,1,@2523,42.8,MTS,42.8,230707.97,64598.23,1,1,10.26737739
485773,461775,23,23,202402,353,1,@2523,35,MTS,35,174453.12,48846.88,1,1,14.12004209
485773,463106,23,23,202312,500,1,@2523,42.06,MTS,42.06,187302.9,52444.8,1,1,8.906462197
485773,466445,23,23,202312,406,1,@2523,35.14,MTS,35.14,172954.68,48427.32,1,1,12.1228443
485773,470113,23,23,202402,318,1,@2523,25,MTS,25,130468.74,36531.26,1,1,16.41116226
486450,206122,23,9,202312,566,1,@2523,2.5,MTS,2.5,13750,3850,1,1,9.717314488
486450,206122,23,9,202312,566,1,@2523,25,MTS,25,137500,38500,1,1,9.717314488
486450,209866,23,9,202312,449,1,@2523,40.81,MTS,40.81,225092.86,63026.01,1,1,12.28425388
486450,209868,23,9,202312,538,1,@2523,33.95,MTS,33.95,187255.64,52431.58,1,1,10.25210045
486450,225124,23,9,202312,439,1,@2523,31,MTS,31,164687.5,46112.5,1,1,12.10136674
486450,226001,23,9,202402,550,1,@2523,34.87,MTS,34.87,165632.5,46377.1,1,1,8.636363636
486450,226010,23,9,202402,558,2,@2523,300,MTS,300,5625000,1575000,4,1,33.60215054
486450,229402,23,9,202402,386,1,@2523,11.5,MTS,11.5,62531.25,17508.75,1,1,14.08678756
486450,229402,23,9,202402,386,1,@2523,29.87,MTS,29.87,162418.13,45477.08,1,1,14.086788
486450,273209,23,9,202402,445,2,@2523,63.77,MTS,63.77,223195,62494.6,1,1,7.865168539
486450,470226,23,23,202402,361,1,@2523,17,MTS,17,91375,25585,1,1,14.88919668
486450,487221,23,23,202312,332,1,@2523,29.46,MTS,29.46,299203.42,83776.96,2,1,30.59114462
486450,851112,23,10,202402,595,2,@2523,704,MTS,704,3419137.92,957358.62,1,1,8.162571429
486776,475110,23,23,202312,411,1,@2523,11,MTS,11,65656.25,18383.76,1,1,14.52250608
486776,476224,23,23,202402,550,1,@2523,36,MTS,36,209250,58590,1,1,10.56818182
486776,481776,23,23,202312,386,1,@2523,42,MTS,42,434437.92,121642.64,2,1,26.7973057
486776,487334,23,23,202402,374,1,@2523,24,MTS,24,259875.12,72765.04,2,1,28.95221925
488441,208001,23,9,202402,308,1,@2523,41.06,TON,41.06,200809.06,56226.54,1,1,15.8786524
488441,226102,23,9,202402,399,1,@2523,29.7,TON,29.7,152212.5,42619.5,1,1,12.84461153
488441,241204,23,9,202402,426,1,@2523,35,TON,35,183203.12,51296.88,1,1,12.28726492
488441,462001,23,23,202312,361,1,@2523,41.76,TON,41.76,489375,137025,3,1,32.46191136
490024,496225,22,22,202402,474,1,@2523,15,TON,15,80390.62,22509.38,1,1,11.30669761
490024,700002,22,19,202402,888,2,@2523,132,TON,132,883954.38,247507.23,3,1,7.541243346
490024,852113,22,10,202312,1097,2,@2523,132,TON,132,302756.52,84771.83,1,1,2.090802188
490036,471525,22,23,202312,893,1,@2523,22,MTS,22,115500,32340,1,1,5.879059351
490036,480881,22,23,202402,336,1,@2523,30,MTS,30,124218.75,34781.25,1,1,12.32328869
490036,480882,22,23,202312,401,1,@2523,30,MTS,30,1462968.75,409631.25,12,1,121.6100374
490036,496220,22,22,202312,379,1,@2523,32,MTS,32,5745000,1608600,34,1,473.6972296
491107,764003,22,21,202312,415,1,@2523,25,MTS,25,97656.25,27343.75,1,1,9.412650602
491441,497001,22,22,202312,408,1,@2523,800,BAG,40,362500,101500,2,1,22.2120098
493114,831016,22,20,202312,699,2,@2523,2962,MTS,2962,10536111.73,2950111.27,1,1,5.088832281
493116,496330,22,22,202312,516,1,@2523,620,BAG,31,460156.25,128843.76,3,1,28.76695736
493118,758002,22,21,202312,504,1,@2523,20,MTS,20,70000,19600,1,1,6.944444444
493118,834003,22,20,202312,542,2,@2523,908.7,TON,908.7,3784372.02,1059624.17,1,1,7.683763838
493195,494010,22,22,202312,333,1,@2523,5,MTS,5,27578.15,7721.9,1,1,16.56345345
493195,494010,22,22,202402,333,1,@2523,35,MTS,35,937891.5,262609.7,5,1,80.47117117
493195,754027,22,21,202312,571,1,@2523,34.7,MTS,34.7,97992.8,27437.99,1,1,4.945709282
493195,754027,22,21,202312,571,1,@2523,34.71,MTS,34.71,294063.12,82337.7,3,1,14.83712785
493195,754027,22,21,202312,571,1,@2523,38.07,MTS,38.07,107509.68,30102.72,1,1,4.945709282
493195,766027,22,21,202312,343,1,@2523,32.84,MTS,32.84,210381.25,58906.75,1,1,18.6771137
493196,754027,22,21,202312,546,1,@2523,30.27,MTS,30.27,85482.48,23935.1,1,1,5.172161172
493196,754027,22,21,202402,546,1,@2523,30.86,MTS,30.86,176642.64,49459.94,2,1,10.48351648
493196,754027,22,21,202402,546,1,@2523,36.64,MTS,36.64,104863.68,29361.84,1,1,5.241758242
493196,754027,22,21,202402,546,1,@2523,39.04,MTS,39.04,111732.48,31285.1,1,1,5.241758242
493331,711302,22,19,202402,769,2,@2523,479.1,TON,479.1,1852213.54,518619.79,1,1,5.027343315
493331,848101,22,10,202402,778,2,@2523,308.9,TON,308.9,711812.48,199307.49,1,1,2.961884321
493332,221001,22,9,202312,708,1,@2523,35,MTS,35,192500,53900,1,1,7.768361582
493332,441207,22,27,202402,318,1,@2523,35,MTS,35,278908.24,78093.76,2,1,25.05914106
493332,441601,22,27,202402,302,1,@2523,14,MTS,14,76125,21315,1,1,18.00496689
493332,441904,22,27,202402,314,1,@2523,5,MTS,5,52031.25,14568.75,2,1,33.14092357
493332,441911,22,27,202312,327,1,@2523,30.05,MTS,30.05,119730.47,33524.53,1,1,12.18463315
493332,464114,22,23,202402,833,1,@2523,15,MTS,15,80625.8,22575,1,1,6.452645058
493332,480001,22,23,202402,495,1,@2523,29,MTS,29,72616,20332.48,1,1,5.058585859
493332,482001,22,23,202402,362,1,@2523,2,MTS,2,8125,2275,1,1,11.22237569
493332,482002,22,23,202402,381,1,@2523,6,MTS,6,24843.95,6956.25,1,1,10.86786964
493332,484665,22,23,202402,366,1,@2523,35,TON,35,340156.24,95243.76,2,1,26.55396097
493332,497331,22,22,202402,357,1,@2523,15,MTS,15,174140.7,48759.4,2,1,32.51927171
493332,754029,22,21,202402,504,1,@2523,29.77,MTS,29.77,96181.81,26930.91,1,1,6.410377044
493332,754029,22,21,202402,504,1,@2523,31.45,MTS,31.45,101609.6,28450.69,1,1,6.410376763
493332,754029,22,21,202402,504,1,@2523,32.19,MTS,32.19,105396.82,29511.11,1,1,6.496448419
493332,754029,22,21,202402,504,1,@2523,38.86,MTS,38.86,127235.8,35626.02,1,1,6.496448382
493332,762014,22,21,202402,360,1,@2523,32,MTS,32,813500,227780,5,2,70.61631944
493332,769012,22,21,202402,361,1,@2523,25,MTS,25,245312.5,68687.5,2,2,27.18144044
493332,824101,22,10,202402,550,1,@2523,34.39,MTS,34.39,171950,48146,2,1,9.090909091
493332,824101,22,10,202402,550,1,@2523,39.34,MTS,39.34,678059.12,189856.56,6,1,31.33794519
493332,824101,22,10,202402,550,1,@2523,43.91,MTS,43.91,109775,30737,1,1,4.545454545
493332,831016,22,20,202312,645,2,@2523,3225.03,MTS,3225.03,11168278.91,3127118.09,1,1,5.368992258
493332,844101,22,10,202402,702,1,@2523,25,MTS,25,160156.25,44843.75,1,1,9.125712251
493885,497451,22,22,202402,343,1,@2523,2.5,MTS,2.5,52734.39,14765.64,4,1,61.4978309
495004,441614,22,27,202402,319,1,@2523,500,BAG,25,126500,35420,1,1,15.86206897
501158,410206,36,27,202312,600,2,@2523,131.8,MTS,131.8,3790485.63,1061335.98,5,1,47.93229173
501158,410206,36,27,202312,650,1,@2523,50.32,MTS,50.32,424575,118881,2,1,12.98076923
501158,410206,36,27,202312,650,1,@2523,51.62,MTS,51.62,217771.88,60976.13,1,1,6.490384764
